	15510*29031.743*1
181	14397*62640*001|14449*33000*001|14453*33000*001|14520*42750*001|14694*57600*001|14699*31884*001|14836*52362*001|14850*50054*001|14915*36900*001|15038*47835*001|15163*56392*001|15192*37100*001|15317*49014*001|15332*35343*001
1978	14826*67452*001|15192*53250*001|15311*68418*001|15337*52101*001
2481	14941*54978*001|14946*26083*001|15079*42943*001|15202*53778*001|15327*67095*001|15339*38430*001
2984	15006*52142*001|15204*43900*001
3487	15131*29454*001|15370*54000*001
3990	15218*55510*001|15313*66213*001
4493	15326*29133*001
684	14528*42750*001|14682*50400*001|14823*48600*001|15015*54234*001|15037*65943*001|15204*60050*001
1476	14686*54000*001|14824*68961*001|14869*42750*001|14975*71964*001|15035*35226*001|15148*47574*001|15365*49924*001
182	14397*72000*001|14430*43920*001|14508*61600*001|14605*68646*001|14723*34560*001|14764*56392*001|14852*37272*001|14966*39922*001|15033*68646*001|15311*47250*001|15322*30051*001|15327*58275*001|15330*47250*001
1979	14826*68961*001|15000*28036*001|15200*30300*001|15203*71098*001|15234*69948*001|15331*68463*001
2482	14941*57105*001|14959*43386*001|15043*34254*001|15135*71994*001|15320*40194*001
2985	15006*60650*001|15121*43200*001|15157*33708*001|15323*34902*001|15374*61200*001
3488	15131*40089*001
3991	15218*56376*001|15227*54450*001|15312*36225*001
4494	15326*31318*001
685	14528*48600*001|14809*27952*001|15026*40239*001|15142*57105*001|15291*69660*001|15338*56511*001|15338*69741*001
1477	14686*61200*001|14779*31884*001|14836*50853*001|15094*58620*001|15205*31262*001|15372*27000*001
183	14398*40800*001|14638*46800*001|14977*66322*001|15380*65304*001
1980	14826*70470*001|14963*31262*001|14968*63304*001|15032*62299*001|15218*63304*001
2483	14942*31581*001|14954*45118*001|14985*56848*001|14987*62352*001|15211*39922*001
2986	15006*62068*001|15041*67320*001|15218*50314*001|15230*67914*001|15330*28287*001|15332*30933*001|15359*26083*001
3489	15131*44343*001|15319*61803*001|15354*69300*001
3992	15218*65036*001
4495	15326*36562*001
686	14528*60300*001|14620*43200*001|14796*54450*001|14815*41712*001|14825*67452*001|14990*42216*001|15153*63846*001|15197*28664*001|15233*64200*001|15312*56070*001|15334*60480*001
1478	14686*64800*001|14924*67740*001
184	14398*48600*001|14503*35600*001|14586*35226*001|15012*35226*001|15204*48150*001|15331*68900*001
1981	14826*71979*001|15320*26964*001|15357*33147*001|15378*45252*001
2484	14942*35835*001|14950*45118*001|15010*30213*001|15152*61359*001|15204*45600*001|15313*28287*001|15323*52542*001
2987	15006*63486*001|15038*59907*001|15057*28218*001
3490	15131*50724*001|15243*43506*001|15353*48158*001
3993	15218*65902*001|15333*25641*001
4496	15326*49235*001
687	14528*66150*001|14661*64200*001|14781*71994*001|15037*46326*001|15052*47835*001|15107*28542*001|15194*65902*001|15239*41472*001|15247*67914*001|15340*27405*001
1479	14687*31884*001|14838*37272*001|14932*48597*001|14968*30396*001|15030*70317*001|15080*46923*001|15115*55278*001|15316*28259*001|15326*64530*001
185	14398*64200*001|14582*38568*001|14654*35600*001|15025*39717*001|15152*35835*001|15319*47691*001
1982	14827*34254*001|14939*40089*001|15037*32745*001|15351*33147*001
2485	14942*52851*001|15166*69760*001|15277*52720*001
2988	15006*71994*001|15022*48594*001|15055*43308*001|15138*59778*001|15317*69300*001|15342*63900*001
3491	15131*57105*001|15187*71988*001|15302*29880*001
3994	15218*66768*001|15247*37404*001|15327*49014*001
4497	15326*59723*001|15351*40211*001|15362*31500*001
688	14528*72000*001|14586*61962*001|14650*72000*001|14743*41910*001|14757*43200*001|14762*38568*001|14833*40290*001|14848*44817*001|15141*44343*001|15204*54100*001|15331*25637*001|15369*67584*001
1480	14687*48594*001|14730*41580*001|15147*46470*001|15319*29610*001|15335*47250*001|15340*37548*001
186	14399*33000*001|14464*34560*001|14712*67320*001|14771*36340*001|14810*71984*001|14872*68100*001|14879*31050*001|14886*50724*001|15119*64800*001|15332*38871*001|15357*27849*001|15369*68467*001
1983	14827*44817*001|14973*40788*001|15077*35226*001|15112*54000*001|15227*66150*001|15292*36340*001
2486	14942*57105*001|15115*48594*001|15319*69741*001|15355*57871*001|15368*62100*001
2989	15007*32080*001|15226*29268*001|15300*53280*001|15333*36225*001|15347*49041*001
3492	15132*35835*001
3995	15219*27798*001|15321*57975*001|15341*62244*001
4498	15326*65404*001
689	14529*31050*001|14767*63076*001|14959*45984*001|14981*32080*001|15037*62925*001
1481	14688*41910*001|14974*40788*001|14986*67740*001|15337*65772*001|15373*72000*001
187	14399*56400*001|14438*64200*001|14510*46000*001|14635*72000*001|14656*40800*001|14669*40800*001|14844*34254*001|14924*44343*001|14949*59840*001|14996*59232*001|15143*71982*001|15192*28600*001|15207*67634*001|15355*37562*001
1984	14827*58398*001|14936*29454*001|15015*62299*001|15361*60520*001
2487	14943*29656*001|14980*66322*001|15094*56949*001|15134*59232*001|15231*68100*001|15283*40796*001|15395*48594*001
2990	15007*33456*001|15179*72000*001|15232*63846*001
3493	15132*42216*001
3996	15219*28664*001
4499	15326*69337*001
690	14529*42750*001|14782*67532*001|14839*68961*001|14855*49608*001|14924*31581*001|15054*35763*001|15092*65525*001|15159*63076*001|15325*41517*001|15332*60480*001|15338*40635*001
1482	14688*48594*001|14706*27428*001|14797*27952*001|14828*47130*001|15313*63126*001|15361*49041*001
188	14399*64200*001|14488*29880*001|14497*30400*001|14510*30400*001|14573*38570*001|14582*51936*001|14595*43200*001|14629*43200*001|14997*26576*001|15024*45252*001|15028*26871*001|15053*35763*001|15124*38568*001|15152*31581*001|15155*54978*001|15362*27000*001|15363*41094*001
1985	14828*28124*001|14861*42750*001|15316*48361*001|15318*67977*001|15326*59286*001
2488	14943*47480*001|15161*71988*001|15198*30396*001|15277*66480*001|15314*31815*001|15344*30600*001
2991	15007*41712*001|15055*70470*001|15249*60300*001|15302*41580*001
3494	15132*52851*001|15336*53605*001
3997	15219*31262*001|15329*39753*001
4500	15327*26082*001
691	14529*54450*001|14636*43200*001|14745*28800*001|14872*36900*001|14880*36900*001|14929*44343*001|14937*42216*001|15293*48600*001|15335*33138*001
1483	14688*51936*001|14704*49708*001|15012*26871*001|15208*35400*001|15318*43281*001
189	14399*72000*001|14572*71995*001|14840*46326*001|14843*50853*001|14876*33000*001|14933*43024*001|15329*27405*001|15368*55800*001
1986	14828*29586*001|15073*38568*001|15153*31302*001
2489	14943*69760*001|15098*55278*001|15210*47716*001|15364*43200*001
2992	15007*44464*001|15169*53280*001|15211*47716*001
3495	15133*35370*001|15214*26932*001
3998	15219*32994*001|15323*66654*001|15334*32697*001|15377*50400*001
4501	15327*34461*001
692	14530*48600*001|14658*61600*001|14716*62640*001|14784*49708*001|14827*52362*001|15176*67532*001|15195*38190*001|15344*61200*001|15353*45509*001
1484	14688*65304*001|14711*60848*001|14735*72000*001|14787*71988*001|14974*29530*001|15068*58620*001|15070*43581*001|15085*36897*001|15156*44343*001
190	14400*33000*001|14486*33708*001|14490*30400*001|14639*36000*001|14653*40800*001|14826*59907*001|14838*44817*001|14983*62352*001|15064*49344*001|15128*50724*001
1987	14828*51516*001|14948*59840*001|14958*66768*001
2490	14944*33708*001|14969*43386*001|15002*45052*001|15206*59840*001|15219*58974*001
2993	15007*47216*001|15164*63076*001|15187*38568*001
3496	15133*43506*001|15191*29530*001|15208*28600*001|15248*54450*001|15368*34200*001
3999	15219*48582*001|15319*29169*001
4502	15327*39753*001
693	14530*54450*001|14820*42750*001|14851*56889*001|14963*65036*001|15027*33555*001|15027*40239*001|15134*61359*001|15368*26100*001
1485	14689*38568*001|14782*63076*001|14800*71984*001|14862*67914*001|14947*48582*001|15022*33555*001|15300*69660*001
191	14400*40800*001|14430*34560*001|14453*48600*001|14491*72000*001|14507*40800*001|14638*64800*001|14758*58620*001|14887*46470*001|15332*26082*001
1988	14828*57364*001|14881*59778*001|15005*43088*001|15082*65304*001|15307*55620*001
2491	14944*42216*001|15079*67138*001|15198*41654*001|15313*51219*001|15355*59637*001
2994	15007*49968*001|15066*59520*001|15190*33860*001|15254*64200*001|15337*47691*001
3497	15133*45540*001|15317*45927*001
4000	15219*50314*001|15220*29268*001
4503	15327*41076*001|15377*64800*001
694	14530*72000*001|14625*39600*001|14730*32220*001|14752*36000*001|14825*49344*001|14957*53778*001|15012*66975*001|15085*33555*001|15215*34726*001|15329*53424*001
1486	14689*51936*001|14780*63076*001|14960*60706*001|14987*59600*001|15048*58398*001|15145*33708*001|15189*67634*001|15336*49672*001
192	14400*64200*001|14472*42216*001|14593*48594*001|14677*61962*001|14780*71988*001|14795*41712*001|14796*66150*001|14849*71979*001|14971*34726*001|15030*53607*001|15212*67700*001|15330*41517*001
1989	14828*60288*001|14860*29100*001|14944*31581*001|14969*52912*001|15046*62640*001|15075*42943*001|15081*35226*001|15083*65304*001|15143*29268*001|15292*71988*001
2492	14944*44343*001|14974*26066*001|15083*28542*001|15122*61962*001|15326*37436*001|15334*26964*001
2995	15007*59600*001|15026*35226*001|15329*44163*001|15357*37562*001
3498	15133*53676*001|15169*39240*001|15204*27750*001|15255*69232*001
4001	15219*54644*001|15364*63000*001
4504	15327*43281*001
695	14531*42750*001|14633*46800*001|14663*69534*001|14710*36900*001|14712*39240*001|14789*57105*001|14862*57744*001|14932*59232*001|14943*67532*001|14967*37324*001
1487	14689*55278*001|14829*46326*001|15036*28320*001|15313*48573*001|15318*36666*001|15333*69300*001|15337*33138*001
193	14400*72000*001|14833*52362*001|14864*50550*001|14883*44700*001|15050*71979*001|15070*28542*001
1990	14828*63212*001|14857*72000*001|14941*40089*001|15023*45252*001|15038*55380*001|15332*63567*001
2493	14944*59232*001|15038*40290*001|15060*46326*001|15288*32220*001|15329*52542*001
2996	15007*62352*001|15285*63076*001|15312*44604*001|15322*54306*001|15327*26523*001
3499	15133*57744*001|15202*45118*001|15333*71946*001|15336*33940*001
4002	15219*59840*001|15230*57744*001
4505	15327*54306*001
696	14531*60300*001|14828*61750*001|14909*42216*001|15010*38568*001|15271*36208*001|15339*61362*001
1488	14689*61962*001|14722*40796*001|14811*72000*001|14850*60288*001|14871*48600*001|15046*67320*001|15203*44252*001|15266*30704*001
194	14401*34560*001|14432*62640*001|14697*28542*001|14812*27952*001|14954*71964*001|14960*56376*001|15031*50265*001|15033*35226*001|15055*46326*001|15324*64449*001|15329*57393*001|15342*42300*001
1991	14828*69060*001|14909*59232*001|15046*65760*001|15049*41799*001|15059*43308*001|15065*47835*001|15325*56511*001
2494	14944*63486*001
2997	15007*63728*001|15326*52294*001|15326*67589*001
3500	15133*59778*001|15209*63304*001|15228*45540*001|15311*53865*001|15341*38871*001|15386*50400*001
4003	15219*61572*001|15354*42300*001
4506	15327*56511*001|15361*70233*001
697	14531*66150*001|14604*58620*001|14954*39922*001|14955*58974*001|15343*32264*001
1489	14690*32400*001|14853*32745*001|15205*47716*001
195	14401*62640*001|14542*31885*001|14599*31884*001|14626*54000*001|14690*61200*001|14744*46800*001|14769*40796*001|14860*42750*001|14867*50550*001|14970*70232*001|14975*64170*001|15000*63486*001|15045*52362*001|15280*63728*001|15287*58620*001
1992	14829*26709*001|14906*37962*001|15022*55278*001|15194*52046*001|15312*67977*001|15341*41076*001
2495	14944*69867*001|14973*59840*001|14991*69232*001
2998	15007*70608*001|15164*56392*001|15165*57960*001|15253*63728*001
3501	15134*27327*001|15199*29530*001|15217*60706*001
4004	15219*65902*001
4507	15327*68418*001
698	14532*36900*001|14636*32400*001|14654*51200*001|14718*47480*001|14999*59600*001|15021*59073*001|15035*60291*001|15057*55380*001|15069*46923*001|15238*31050*001|15322*45927*001|15390*68646*001
1490	14690*36000*001|14788*71988*001|14917*54978*001|14956*43386*001|15023*35226*001|15074*48594*001
196	14402*33000*001|14427*62640*001|14471*29454*001|14475*59232*001|14769*54164*001|14811*57375*001|14979*44464*001|15192*62600*001|15209*66768*001|15304*47480*001|15323*37107*001
1993	14829*31236*001|14882*33000*001|15147*31581*001|15323*58716*001|15377*54000*001
2496	14945*40796*001|14980*67740*001|14994*69158*001|15083*46923*001|15314*47691*001
2999	15007*71984*001|15234*31302*001|15349*45509*001
3502	15134*40089*001|15194*60706*001|15216*32000*001|15311*45045*001|15312*56511*001|15347*56988*001
4005	15219*66768*001
4508	15328*26082*001|15368*45900*001
699	14533*54450*001|14576*38570*001|14641*28800*001|14709*27540*001|14767*40796*001|14824*58398*001|15146*31581*001|15326*42680*001
1491	14690*46800*001|14848*46326*001|14909*29454*001|14930*60848*001|14957*42520*001|14977*52142*001|14979*51344*001|15027*50265*001|15187*29656*001
197	14402*40800*001|14474*50724*001|14822*71984*001|14971*59840*001|15005*32080*001|15066*39240*001|15084*54234*001|15161*69760*001
1994	14829*34254*001|14949*64170*001|14960*34726*001|15084*59073*001|15190*63304*001|15218*53778*001|15284*48600*001|15333*58716*001|15336*36562*001
2497	14945*58620*001|14948*64170*001|15189*62438*001|15331*63656*001
3000	15008*63633*001|15316*54479*001|15342*39600*001
3503	15134*63486*001|15243*37404*001|15317*61803*001|15324*27405*001|15355*46392*001
4006	15219*68500*001
4509	15328*46368*001
700	14534*38570*001|14661*40800*001|14827*71979*001|14838*38781*001|14856*54450*001|15199*30396*001|15340*41076*001
1492	14690*57600*001|14707*46260*001|14830*35763*001|14910*46470*001|15003*59600*001|15113*45252*001
198	14402*48600*001|14568*31885*001|14631*38568*001|14635*54000*001|14661*59000*001|14687*45252*001|14915*29100*001|14966*69366*001|15062*41799*001|15311*37989*001
1995	14829*37272*001|15058*52362*001|15137*46470*001|15271*38960*001|15307*50940*001
2498	14945*65304*001|14971*69366*001|15167*64980*001|15207*58974*001|15328*70623*001
3001	15008*68646*001|15052*32745*001|15091*35226*001|15148*61812*001
3504	15135*31581*001
4007	15219*69366*001|15371*51690*001
4510	15329*29610*001
701	14534*45255*001|14582*45252*001|14648*53800*001|14952*28664*001|15075*38104*001|15159*60848*001|15230*53676*001
1493	14690*68400*001|14766*52851*001|14781*46470*001|14788*34112*001|14940*34112*001|14947*70232*001|14951*57242*001|14956*69366*001|14981*27952*001
199	14402*56400*001|14502*30400*001|14662*59000*001|14801*66480*001|14824*47835*001|14831*61416*001|14896*42216*001|15060*67452*001|15208*60900*001
1996	14829*59907*001|15208*65150*001|15213*41654*001|15355*49924*001
2499	14945*67532*001|15328*51660*001
3002	15009*31884*001|15071*52621*001|15189*60706*001|15326*30007*001
3505	15135*33708*001|15364*45000*001
4008	15219*71964*001|15320*37548*001|15325*52542*001
4511	15329*30051*001
702	14534*51940*001|14763*63076*001|14767*60848*001|15080*71988*001|15174*43920*001|15316*64530*001
1494	14690*72000*001|14703*36900*001|14880*48600*001|14948*45118*001|14959*37324*001|14961*70233*001|15117*45252*001
1997	14829*64434*001|14861*36900*001|14941*50724*001|14955*37324*001|15166*45252*001|15390*31884*001
200	14402*64200*001|14434*62640*001|14449*64200*001|14462*67740*001|14515*66800*001|14521*72000*001|14711*40796*001|14781*52851*001|14794*30704*001|14848*35763*001|14872*38850*001|14889*42216*001|14924*59232*001|14986*29454*001|15078*30213*001|15248*27150*001
2500	14945*71988*001|15034*50265*001|15114*32400*001
3003	15009*43581*001|15314*28287*001
3506	15135*37962*001|15335*37989*001
4009	15220*72000*001|15306*65304*001|15315*30492*001|15333*63567*001
4512	15329*31815*001
703	14534*58625*001|14606*71988*001|14660*49830*001|14665*44904*001|14674*46800*001|14750*54000*001|14840*56889*001|14921*46470*001|14955*44252*001|14956*34726*001|14978*35126*001|15063*61416*001|15090*66975*001
1495	14691*31884*001|14775*40796*001|14956*53778*001|14961*58754*001|14967*61572*001|14970*66768*001|14973*32128*001|14973*69366*001|14992*37962*001|15009*61962*001|15032*34878*001|15154*54978*001|15197*71098*001|15318*56511*001|15327*32697*001|15329*35343*001
1998	14829*70470*001|14857*58350*001|14877*69948*001|15168*56392*001|15227*52500*001|15328*57834*001|15348*48600*001|15358*56700*001
201	14402*72000*001|14448*53280*001|14549*51940*001|14691*71988*001|14743*48594*001|14764*31884*001|14796*69075*001|14924*29454*001|14946*54339*001|15060*56889*001|15066*37680*001|15393*35226*001
2501	14946*72000*001|15280*69232*001|15285*43024*001|15301*36340*001|15348*63000*001
3004	15009*46923*001|15041*28320*001|15199*71964*001
3507	15135*40089*001|15176*51936*001|15209*28664*001
4010	15220*27234*001|15339*27405*001
4513	15329*42399*001|15375*38568*001
704	14534*65310*001|14577*38570*001|14960*70232*001|14974*50314*001|15214*45118*001|15241*41472*001|15341*32697*001|15355*50807*001
1496	14691*38568*001|14768*47480*001|14782*56392*001|14837*32510*001|14837*63212*001|14851*35763*001
1999	14830*29727*001|14950*48582*001|15035*33555*001|15096*26871*001|15198*53778*001|15232*49608*001|15336*59723*001|15345*40211*001
202	14403*33000*001|14491*35600*001|14537*48600*001|14596*38568*001|14669*53800*001|14729*60848*001|14871*29100*001|14875*27150*001|14978*56396*001|15045*29727*001|15086*68646*001|15089*53607*001|15341*42399*001
2502	14946*30498*001|15070*40239*001|15125*61200*001|15300*41580*001|15341*50778*001|15360*34200*001
3005	15009*48594*001|15364*27900*001
3508	15135*52851*001
4011	15220*37404*001
4514	15329*55629*001
705	14535*31050*001|14642*51200*001|14716*53280*001|14926*48597*001|15055*65943*001|15214*46850*001|15217*50314*001|15273*38960*001|15332*45486*001|15337*30051*001
1497	14691*68646*001|14703*64980*001|14867*56400*001|14967*65036*001|14973*56376*001|15021*52621*001|15090*55278*001
